speed,route_id,trip_direction,observationdatetime,license_plate,trip_delay,last_stop_id,actual_trip_start_time,last_stop_arrival_time,vehicle_label,trip_id,id,location.type,location.coordinates
35.0,14U,UP,2022-12-01 00:49:19+00:00,GJ05CU2144,53.0,4016,2022-12-01 00:44:39+00:00,06:18:19,E027,20430600,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.76541,21.155867)"
18.0,21D,DN,2022-12-01 00:52:37+00:00,GJ05CU7048,737.0,2077,2022-12-01 00:31:52+00:00,06:22:17,E101,20425449,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.847384,21.194267)"
48.0,103VD,DN,2022-12-01 01:39:45+00:00,GJ05BZ0644,183.0,7904,2022-12-01 01:10:41+00:00,07:05:45,H179,20431833,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.885673,21.26124)"
0.0,21U,UP,2022-12-01 02:42:21+00:00,GJ05CU7056,281.0,1017,2022-12-01 02:17:41+00:00,08:06:21,E103,20425320,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.84011,21.20476)"
23.0,11U,UP,2022-12-01 00:43:46+00:00,GJ05BX2498,139.0,4026,2022-12-01 00:30:24+00:00,06:13:26,A50,20425752,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.854364,21.129445)"
0.0,716U,UP,2022-12-01 03:07:41+00:00,GJ05BZ4392,290.0,4663,2022-12-01 01:52:13+00:00,08:26:23,H386,20431228,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.760445,21.137115)"
26.0,212JD,DN,2022-12-01 02:10:33+00:00,GJ05BX3279,772.0,2264,2022-12-01 01:39:51+00:00,,C168,20430095,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.855337,21.242193)"
47.0,13U,UP,2022-12-01 02:11:27+00:00,GJ05CU2195,264.0,6881,2022-12-01 01:41:52+00:00,,E028,20426265,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.868077,21.193558)"
5.0,11D,DN,2022-12-01 02:59:35+00:00,GJ05BX9605,0.0,4022,2022-12-01 02:45:31+00:00,08:26:03,A52,20425793,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.84332,21.157969)"
3.0,16D,DN,2022-12-01 03:00:53+00:00,GJ05BZ2071,205.0,2068,2022-12-01 02:59:53+00:00,,H249,20426656,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.868816,21.153826)"
37.0,706D,DN,2022-12-01 01:59:30+00:00,GJ05BZ2888,588.0,2603,2022-12-01 01:37:58+00:00,07:28:58,H305,20429356,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.805573,21.183345)"
36.0,14U,UP,2022-12-01 03:04:39+00:00,GJ05BX8849,102.0,4252,2022-12-01 02:07:35+00:00,08:33:58,H30,20430847,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.851327,21.243653)"
19.0,106RU,UP,2022-12-01 02:43:54+00:00,GJ05BX2152,1024.0,4021,2022-12-01 02:14:08+00:00,08:11:44,C030,20429722,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.77939,21.16456)"
13.0,20U,UP,2022-12-01 01:23:46+00:00,GJ05BX2048,22.0,4063,2022-12-01 01:19:36+00:00,06:53:06,A12,20425991,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.851495,21.2469)"
33.0,106RU,UP,2022-12-01 02:50:19+00:00,GJ05BX3338,560.0,2615,2022-12-01 02:26:54+00:00,08:15:39,C173,20429764,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.796064,21.164839)"
21.0,17AD,DN,2022-12-01 02:44:09+00:00,GJ05CU5917,19.0,1012,2022-12-01 02:37:04+00:00,08:12:09,E065,20425724,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.807243,21.198814)"
6.0,13U,UP,2022-12-01 01:58:04+00:00,GJ05BZ3538,143.0,2013,2022-12-01 01:53:52+00:00,07:26:52,H371,20426274,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.807733,21.233866)"
11.0,21D,DN,2022-12-01 01:22:37+00:00,GJ05CU7056,531.0,2074,2022-12-01 01:10:37+00:00,06:51:02,E103,20425319,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.871327,21.180847)"
46.0,147JD,DN,2022-12-01 01:58:46+00:00,GJ05BZ3567,79.0,2799,2022-12-01 01:33:46+00:00,07:25:30,H355,20430884,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.817995,21.206597)"
37.0,17AD,DN,2022-12-01 01:45:22+00:00,GJ05CU2196,415.0,4054,2022-12-01 01:07:02+00:00,07:11:37,E020,20425497,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.91094,21.238115)"
0.0,14U,UP,2022-12-01 03:01:48+00:00,GJ05BX8827,4536.0,4001,2022-12-01 01:26:41+00:00,,H34,20430842,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.750659,21.136895)"
19.0,13U,UP,2022-12-01 03:02:07+00:00,GJ05BZ5519,61.0,2014,2022-12-01 02:56:15+00:00,08:29:51,H390,20426194,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.816105,21.231404)"
30.0,706D,DN,2022-12-01 00:53:28+00:00,GJ05BZ4152,451.0,7832,2022-12-01 00:35:50+00:00,06:23:04,H332,20429358,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.793724,21.20808)"
45.0,19U,UP,2022-12-01 02:37:37+00:00,GJ05BX1729,392.0,6881,2022-12-01 01:20:35+00:00,,A04,20427282,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.943332,21.17824)"
9.0,19U,UP,2022-12-01 02:17:58+00:00,GJ05BX2414,6730.0,10,2022-12-01 00:30:16+00:00,,A46,20427278,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.837614,21.204506)"
29.0,658D,DN,2022-12-01 02:14:04+00:00,GJ05BX3307,1081.0,4955,2022-12-01 02:08:40+00:00,,C094,20427975,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.682785,21.180021)"
22.0,706D,DN,2022-12-01 03:01:04+00:00,GJ05BZ4152,120.0,4013,2022-12-01 02:58:40+00:00,08:29:32,H332,20429359,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.790851,21.158446)"
20.0,104U,UP,2022-12-01 03:08:37+00:00,GJ05BX3048,560.0,1002,2022-12-01 03:05:36+00:00,08:37:26,M06,20428542,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.843592,21.196093)"
0.0,106RU,UP,2022-12-01 02:53:37+00:00,GJ05BX3439,181.0,10,2022-12-01 02:46:23+00:00,,C188,20429711,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.84051,21.20485)"
0.0,21U,UP,2022-12-01 02:25:16+00:00,GJ05CU0746,711.0,2068,2022-12-01 01:51:31+00:00,,E001,20425277,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.870532,21.188134)"
30.0,403D,DN,2022-12-01 02:52:02+00:00,GJ05BZ3828,245.0,4054,2022-12-01 02:46:14+00:00,08:20:13,H343,20427722,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.895881,21.228188)"
10.0,21D,DN,2022-12-01 01:45:39+00:00,GJ05CU7449,823.0,2077,2022-12-01 01:24:34+00:00,07:13:09,E115,20425375,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.842042,21.199472)"
39.0,20D,DN,2022-12-01 01:30:37+00:00,GJ05BX1501,923.0,4252,2022-12-01 01:07:15+00:00,06:59:37,A01,20426033,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.851346,21.245736)"
32.0,147JD,DN,2022-12-01 02:42:54+00:00,GJ05BZ3567,277.0,4950,2022-12-01 01:33:46+00:00,08:12:50,H355,20430884,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.77067,21.189763)"
21.0,12D,DN,2022-12-01 02:44:19+00:00,GJ05BV2776,138.0,2052,2022-12-01 02:36:35+00:00,08:12:45,P33,20432866,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.80602,21.16765)"
0.0,14U,UP,2022-12-01 01:43:32+00:00,GJ05BX8827,210.0,4001,2022-12-01 01:26:41+00:00,,H34,20430842,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.750659,21.137282)"
0.0,202JU,UP,2022-12-01 02:39:13+00:00,GJ05BX3358,774.0,1013,2022-12-01 02:26:12+00:00,,C176,20429944,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.81604,21.210332)"
4.0,17AD,DN,2022-12-01 03:06:35+00:00,GJ05CU2286,135.0,4003,2022-12-01 02:25:49+00:00,08:34:25,E035,20425614,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.881963,21.222596)"
24.0,12D,DN,2022-12-01 01:23:07+00:00,GJ05BV4819,82.0,4007,2022-12-01 01:00:45+00:00,06:52:21,P42,20432736,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.759346,21.14543)"
18.0,21U,UP,2022-12-01 02:57:09+00:00,GJ05CU6965,746.0,2075,2022-12-01 02:21:14+00:00,08:26:39,E088,20425328,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.871414,21.181349)"
7.0,21U,UP,2022-12-01 03:03:09+00:00,GJ05CU6881,58.0,2010,2022-12-01 02:57:54+00:00,08:30:44,E097,20425368,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.792798,21.212119)"
26.0,104D,DN,2022-12-01 02:56:26+00:00,GJ05BX3573,222.0,1004,2022-12-01 02:23:14+00:00,08:25:06,M63,20428449,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.843371,21.19588)"
11.0,117U,UP,2022-12-01 01:20:17+00:00,GJ05BX2829,673.0,1022,2022-12-01 01:03:04+00:00,06:45:18,C132,20432413,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.796163,21.189886)"
0.0,17AD,DN,2022-12-01 02:44:38+00:00,GJ05CU1055,314.0,4033,2022-12-01 01:42:20+00:00,08:11:43,E011,20425663,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.913298,21.24022)"
15.0,12D,DN,2022-12-01 01:54:59+00:00,GJ05BX1150,49.0,2054,2022-12-01 01:22:31+00:00,07:24:05,P59,20432948,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.797716,21.162382)"
38.0,153RD,DN,2022-12-01 01:13:55+00:00,GJ05BX3421,743.0,1007,2022-12-01 00:43:41+00:00,06:42:34,C189,20430357,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.827864,21.181961)"
0.0,153RU,UP,2022-12-01 01:54:27+00:00,GJ05BX3148,1338.0,2691,2022-12-01 01:51:57+00:00,,C155,20430387,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.779268,21.172069)"
25.0,17AD,DN,2022-12-01 01:22:26+00:00,GJ05CU5705,69.0,1012,2022-12-01 01:14:06+00:00,06:49:51,E061,20425556,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.807813,21.199714)"
28.0,105U,UP,2022-12-01 01:30:08+00:00,GJ05BX3136,81.0,2509,2022-12-01 01:09:06+00:00,06:58:18,M13,20428764,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.828883,21.150134)"
46.0,14U,UP,2022-12-01 02:12:47+00:00,GJ05CU5915,938.0,2014,2022-12-01 01:55:07+00:00,,E070,20430681,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.798407,21.19171)"
18.0,118D,DN,2022-12-01 01:56:06+00:00,GJ05BZ2177,371.0,6827,2022-12-01 01:53:46+00:00,,H253,20428349,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.883689,21.317569)"
0.0,506U,UP,2022-12-01 02:04:56+00:00,GJ05BX3508,527.0,4439,2022-12-01 01:55:09+00:00,07:28:43,M60,20427737,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.871813,21.152291)"
48.0,19U,UP,2022-12-01 00:49:12+00:00,GJ05BX2414,12.0,4055,2022-12-01 00:30:16+00:00,06:17:52,A46,20427278,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.893231,21.188969)"
34.0,402D,DN,2022-12-01 02:10:43+00:00,GJ05BZ4017,157.0,2236,2022-12-01 01:51:43+00:00,07:38:15,H333,20427608,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.841131,21.216921)"
23.0,17AU,UP,2022-12-01 00:37:49+00:00,GJ05CU5646,130.0,6003,2022-12-01 00:30:29+00:00,06:05:54,E054,20425457,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.923512,21.24934)"
44.0,19U,UP,2022-12-01 02:38:08+00:00,GJ05BX1729,392.0,6881,2022-12-01 01:20:35+00:00,,A04,20427282,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.939735,21.179227)"
49.0,17AD,DN,2022-12-01 00:58:19+00:00,GJ05CU0594,342.0,2082,2022-12-01 00:39:44+00:00,06:27:09,E004,20425742,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.849992,21.209804)"
19.0,315U,UP,2022-12-01 01:15:51+00:00,GJ05BX3436,1348.0,4510,2022-12-01 00:44:26+00:00,06:40:42,M52,20431039,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.826817,21.132481)"
0.0,136D,DN,2022-12-01 02:56:35+00:00,GJ05BX2465,70.0,4016,2022-12-01 02:47:22+00:00,08:25:01,A48,20428968,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.765794,21.156189)"
48.0,17AU,UP,2022-12-01 01:45:46+00:00,GJ05CU5748,189.0,6009,2022-12-01 01:43:11+00:00,,E068,20425733,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.943812,21.259496)"
21.0,107JU,UP,2022-12-01 00:33:38+00:00,GJ05BX3485,738.0,6012,2022-12-01 00:23:41+00:00,,C194,20429366,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.807417,21.199076)"
37.0,116RU,UP,2022-12-01 02:52:48+00:00,GJ05BZ1535,636.0,1007,2022-12-01 02:43:42+00:00,08:20:24,H234,20431512,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.82552,21.18106)"
0.0,12U,UP,2022-12-01 02:04:58+00:00,GJ05BX1330,290.0,2050,2022-12-01 01:42:15+00:00,07:32:27,P60,20432688,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.829946,21.17648)"
39.0,106RU,UP,2022-12-01 02:53:39+00:00,GJ05BX3338,560.0,2615,2022-12-01 02:26:54+00:00,08:15:39,C173,20429764,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.791667,21.158659)"
