trip_id,arrival_time,stop_sequence,stop_id,id,observationdatetime,departure_time
20425208,07:44:08,6,2072,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,07:44:13
20425208,07:46:53,8,2074,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,07:46:58
20425208,07:50:30,10,2076,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,07:50:35
20425208,07:55:16,12,2080,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,07:55:21
20425208,07:58:08,14,2078,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,07:58:13
20425208,08:02:20,16,1003,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:02:25
20425208,08:05:45,18,1001,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:05:50
20425208,08:12:09,20,1017,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:12:14
20425208,08:14:29,22,1015,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:14:34
20425208,08:24:53,24,2005,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:24:58
20425208,08:28:20,26,2007,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:28:25
20425207,06:02:50,2,2011,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,06:02:55
20425208,08:31:53,28,2009,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:31:58
20425207,06:06:33,4,2009,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,06:06:38
20425208,08:35:31,30,2011,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:35:36
20425207,06:10:16,6,2007,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,06:10:21
20425209,08:33:00,1,2012,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:33:05
20425207,06:13:46,8,2005,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,06:13:51
20425209,08:37:53,3,2010,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:37:58
20425207,06:24:08,10,1015,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,06:24:13
20425207,06:26:48,12,1017,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,06:26:53
20425207,06:31:56,14,1001,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,06:32:01
20425207,06:34:49,16,1003,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,06:34:54
20425207,06:38:57,18,2078,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,06:39:02
20425207,06:41:49,20,2080,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,06:41:54
20425207,06:46:51,22,2076,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,06:46:56
20425207,06:50:37,24,2074,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,06:50:42
20425207,06:53:26,26,2072,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,06:53:31
20425207,06:58:06,28,2070,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,06:58:11
20425207,07:01:29,30,2068,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,07:01:34
20425208,07:26:00,1,4022,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,07:26:05
20425208,07:38:17,3,2069,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,07:38:22
20425208,07:43:01,5,2071,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,07:43:06
20425208,07:45:25,7,2073,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,07:45:30
20425208,07:49:07,9,2075,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,07:49:12
20425208,07:52:49,11,2081,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,07:52:54
20425208,07:56:47,13,2079,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,07:56:52
20425208,08:00:35,15,2077,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:00:40
20425208,08:04:07,17,1002,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:04:12
20425208,08:08:08,19,10,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:08:13
20425208,08:13:15,21,1016,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:13:20
20425208,08:16:20,23,6012,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:16:25
20425208,08:26:44,25,2006,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:26:49
20425208,08:29:56,27,2008,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:30:01
20425208,08:33:33,29,2010,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:33:38
20425208,08:38:11,31,2012,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:38:16
20425209,08:35:50,2,2011,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:35:55
20425209,08:39:33,4,2009,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:39:38
20425209,08:43:16,6,2007,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:43:21
20425209,08:46:46,8,2005,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:46:51
20425209,08:57:08,10,1015,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:57:13
20425209,08:59:48,12,1017,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:59:53
20425209,09:04:56,14,1001,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,09:05:01
20425209,08:44:55,7,2006,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:45:00
20425209,08:55:28,9,6012,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:55:33
20425209,08:58:40,11,1016,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,08:58:45
20425209,09:03:37,13,10,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,09:03:42
20425209,09:06:13,15,1002,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,09:06:18
20425209,09:09:26,17,2077,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,09:09:31
20425209,09:13:16,19,2079,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,09:13:21
20425209,09:34:29,30,2068,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,09:34:34
20425209,09:21:19,23,2075,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,09:21:24
20425210,10:05:17,3,2069,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:05:22
20425210,10:10:01,5,2071,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:10:06
20425209,09:32:36,29,2069,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,09:32:41
20425210,10:16:07,9,2075,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:16:12
20425210,10:19:49,11,2081,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:19:54
20425210,10:23:47,13,2079,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:23:52
20425210,10:11:08,6,2072,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:11:13
20425210,10:31:07,17,1002,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:31:12
20425210,10:35:08,19,10,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:35:13
20425210,10:40:15,21,1016,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:40:20
20425210,10:43:20,23,6012,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:43:25
20425210,10:25:08,14,2078,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:25:13
20425210,10:53:44,25,2006,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:53:49
20425210,10:29:20,16,1003,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:29:25
20425210,10:56:56,27,2008,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:57:01
20425210,10:32:45,18,1001,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:32:50
20425210,11:00:33,29,2010,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,11:00:38
20425210,10:39:09,20,1017,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:39:14
20425210,11:05:11,31,2012,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,11:05:16
20425210,10:41:29,22,1015,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:41:34
20425210,10:51:53,24,2005,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:51:58
20425210,10:55:20,26,2007,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,10:55:25
20425211,11:16:46,8,2005,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,11:16:51
20425211,11:27:08,10,1015,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,11:27:13
20425211,11:29:48,12,1017,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,11:29:53
20425211,11:34:56,14,1001,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,11:35:01
20425211,11:11:32,5,2008,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,11:11:37
20425211,11:14:55,7,2006,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,11:15:00
20425211,11:44:49,20,2080,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,11:44:54
20425211,11:49:51,22,2076,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,11:49:56
20425211,11:33:37,13,10,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,11:33:42
20425211,11:36:13,15,1002,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,11:36:18
20425211,12:01:06,28,2070,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,12:01:11
20425211,11:43:16,19,2079,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,11:43:21
20425212,12:42:00,1,4022,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,12:42:05
20425212,12:54:17,3,2069,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,12:54:22
20425212,12:59:01,5,2071,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,12:59:06
20425212,13:01:25,7,2073,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,13:01:30
20425212,13:05:07,9,2075,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,13:05:12
20425211,12:13:00,31,4022,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,12:13:05
20425212,12:52:33,2,2068,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,12:52:38
20425212,13:16:35,15,2077,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,13:16:40
20425212,13:00:08,6,2072,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,13:00:13
20425212,13:02:53,8,2074,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,13:02:58
20425212,13:29:15,21,1016,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-schedule-info,2022-11-30 23:32:01+00:00,13:29:20
